,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,product_id,seller_id,price,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,payment_type,payment_installments,review_score,product_weight_g,product_category_name_english,seller_zip_code_prefix,seller_state,seller_state.1,total_payment
10454,ef4ae125724cae06f46da6a302c610d2,90040,porto alegre,RS,b9374fefc8bd25caac04f6223e7649ab,8d070077591cb06503a4933e5050bc69,7c67e1448b00f6e969d365cea6b010ab,119.99,2017-07-28 16:03:38,2017-08-11 15:04:57,2017-08-29 00:00:00,credit_card,6,5,10075,office_furniture,8577,SP,SP,1086
10455,ef4ae125724cae06f46da6a302c610d2,90040,porto alegre,RS,b9374fefc8bd25caac04f6223e7649ab,b73f6899a58fe7a37e55149e9a11c717,7c67e1448b00f6e969d365cea6b010ab,69.98,2017-07-28 16:03:38,2017-08-11 15:04:57,2017-08-29 00:00:00,credit_card,6,5,10500,office_furniture,8577,SP,SP,1086
10465,11cd4821f3f646fae625b1f043fb5ec3,28860,casimiro de abreu,RJ,b93b079468bdf6a20fd54cf45d1e03b6,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,56.99,2017-11-24 22:29:08,2017-12-11 21:11:35,2017-12-20 00:00:00,credit_card,2,5,400,perfumery,9015,SP,SP,71
10466,11cd4821f3f646fae625b1f043fb5ec3,28860,casimiro de abreu,RJ,b93b079468bdf6a20fd54cf45d1e03b6,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,56.99,2017-11-24 22:29:08,2017-12-11 21:11:35,2017-12-20 00:00:00,credit_card,4,5,400,perfumery,9015,SP,SP,71
10469,692074726678229d1fe1887a9f0abb14,18535,jumirim,SP,b93bb71b5e2443566763aab6cc80a84f,c211ff3068fcd2f8898192976d8b3a32,da8622b14eb17ae2831f4ac5b9dab84a,24.9,2017-11-24 10:28:01,2017-11-30 20:09:05,2017-12-14 00:00:00,boleto,1,5,200,bed_bath_table,13405,SP,SP,146
10470,692074726678229d1fe1887a9f0abb14,18535,jumirim,SP,b93bb71b5e2443566763aab6cc80a84f,31c1d1dfbb4b2730140b8bd9248bcd58,da8622b14eb17ae2831f4ac5b9dab84a,24.9,2017-11-24 10:28:01,2017-11-30 20:09:05,2017-12-14 00:00:00,boleto,1,5,200,bed_bath_table,13405,SP,SP,146
10476,630f415f1227cf9a63cef45b2dc16861,3127,sao paulo,SP,b94117844529c52fab97f521c434520a,e966f10c28b89ceb60d3c2dfb7144b12,0241d4d5d36f10f80c644447315af0bd,199.9,2018-08-06 22:57:33,2018-08-11 01:38:44,2018-08-16 00:00:00,credit_card,8,5,4100,furniture_decor,80330,PR,PR,223
10477,630f415f1227cf9a63cef45b2dc16861,3127,sao paulo,SP,b94117844529c52fab97f521c434520a,e966f10c28b89ceb60d3c2dfb7144b12,0241d4d5d36f10f80c644447315af0bd,199.9,2018-08-06 22:57:33,2018-08-11 01:38:44,2018-08-16 00:00:00,credit_card,6,5,4100,furniture_decor,80330,PR,PR,223
10508,c71c9304453701631f589b64d6aa5dce,47850,luis eduardo magalhaes,BA,b95764ee8ef0302702f107df59c9c4a2,96d6c71675adc35bcf32f970cdffe2d6,2138ccb85b11a4ec1e37afbd1c8eda1f,18.99,2017-05-01 19:13:37,2017-06-02 06:17:21,2017-06-02 00:00:00,credit_card,2,1,167,telephony,8250,SP,SP,180
10509,c71c9304453701631f589b64d6aa5dce,47850,luis eduardo magalhaes,BA,b95764ee8ef0302702f107df59c9c4a2,813329d52f377306fa1614ca9a962cd5,2138ccb85b11a4ec1e37afbd1c8eda1f,29.99,2017-05-01 19:13:37,2017-06-02 06:17:21,2017-06-02 00:00:00,credit_card,2,1,225,telephony,8250,SP,SP,180
10531,21989dae247feb80638a5a7ae1d5c25d,83604,campo largo,PR,b96cb3fd98ba13f5a573fc64dfe1ee10,8a5bdb0edeb5e2664a2f147198a52b9b,eeb6de78f79159600292e314a77cbd18,209.0,2017-05-25 22:18:31,2017-06-06 13:31:41,2017-07-03 00:00:00,credit_card,10,1,600,garden_tools,88501,SC,SC,224
10532,21989dae247feb80638a5a7ae1d5c25d,83604,campo largo,PR,b96cb3fd98ba13f5a573fc64dfe1ee10,8a5bdb0edeb5e2664a2f147198a52b9b,eeb6de78f79159600292e314a77cbd18,209.0,2017-05-25 22:18:31,2017-06-06 13:31:41,2017-07-03 00:00:00,credit_card,1,1,600,garden_tools,88501,SC,SC,224
10537,74ef2468836d147c610bc829ecd77677,36900,manhuacu,MG,b973523974e2976383d50c875587531c,dc52f0f5d3ec37a93eaf956cde4e5d2c,6560211a19b47992c3666cc44a7e94c0,49.0,2018-04-26 20:25:25,2018-05-03 21:08:37,2018-05-24 00:00:00,credit_card,8,4,400,watches_gifts,5849,SP,SP,326
10538,74ef2468836d147c610bc829ecd77677,36900,manhuacu,MG,b973523974e2976383d50c875587531c,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,78.0,2018-04-26 20:25:25,2018-05-03 21:08:37,2018-05-24 00:00:00,credit_card,8,4,250,watches_gifts,5849,SP,SP,326
10539,f7d6e0dd60c793a6616c4736cfc8ff16,8215,sao paulo,SP,b9736e54fde9fad85e20740dc05bcf6a,ee2568e85817bc2c070154cec07135ac,3d871de0142ce09b7081e2b9d1733cb1,29.0,2017-11-15 20:36:07,2017-11-27 12:48:42,2017-12-05 00:00:00,credit_card,2,5,400,toys,13232,SP,SP,369
10540,f7d6e0dd60c793a6616c4736cfc8ff16,8215,sao paulo,SP,b9736e54fde9fad85e20740dc05bcf6a,75b244904ed62f3af89d3fa542c41026,3d871de0142ce09b7081e2b9d1733cb1,29.0,2017-11-15 20:36:07,2017-11-27 12:48:42,2017-12-05 00:00:00,credit_card,2,5,2050,toys,13232,SP,SP,369
10541,f7d6e0dd60c793a6616c4736cfc8ff16,8215,sao paulo,SP,b9736e54fde9fad85e20740dc05bcf6a,d3f4f3de0f4576184674937d1e9cecca,3d871de0142ce09b7081e2b9d1733cb1,29.0,2017-11-15 20:36:07,2017-11-27 12:48:42,2017-12-05 00:00:00,credit_card,2,5,450,toys,13232,SP,SP,369
10586,a1d53377ab83871b0ad483b03ac69d6c,3570,sao paulo,SP,b99217b1fcf2fdeace7b8d869b76cb91,57bdf3098169cccdb62221bd3e089cbd,d98eec89afa3380e14463da2aabaea72,39.99,2018-03-07 17:42:06,2018-03-15 22:04:49,2018-04-02 00:00:00,credit_card,3,5,100,fashion_childrens_clothes,90010,RS,RS,220
10587,a1d53377ab83871b0ad483b03ac69d6c,3570,sao paulo,SP,b99217b1fcf2fdeace7b8d869b76cb91,8920f1824cd68512eb6fb0b0f41004bf,d98eec89afa3380e14463da2aabaea72,39.99,2018-03-07 17:42:06,2018-03-15 22:04:49,2018-04-02 00:00:00,credit_card,3,5,350,fashion_bags_accessories,90010,RS,RS,220
10601,87db600753c78160792e4fbfde4a3025,13417,piracicaba,SP,b99b9205eafc5fa75cfce1be7d1d9bff,9dfba8dfc02d7b0a915625e28ca316ba,dd7ddc04e1b6c2c614352b383efe2d36,45.0,2018-04-06 09:20:57,2018-04-13 22:51:49,2018-05-03 00:00:00,credit_card,2,1,1200,pet_shop,3471,SP,SP,402
10602,87db600753c78160792e4fbfde4a3025,13417,piracicaba,SP,b99b9205eafc5fa75cfce1be7d1d9bff,9644a7af60743efbb41bd30c624799c5,3f9be91358837bff69df67edfa3e42e8,129.9,2018-04-06 09:20:57,2018-04-13 22:51:49,2018-05-03 00:00:00,credit_card,2,1,2192,pet_shop,86039,PR,PR,402
10606,88a8f123107a063acbdd1c90f3d8adea,77480,alvorada,TO,b99f2ac35db6241badc2e0a4d74e79a7,53efd9ce31847b93ddaad249b879b88c,440dd6ab244315c632130ecfb63827b1,97.5,2017-07-13 13:17:17,2017-07-31 15:33:49,2017-08-10 00:00:00,credit_card,6,4,1200,sports_leisure,15502,SP,SP,126
10607,5d60c6925979ce7923d72a13215fb74e,2344,sao paulo,SP,b9a089706e16d5490f7a2feb363e32e9,c448475cc4766baebabe30ee6d5f3fb7,3d871de0142ce09b7081e2b9d1733cb1,45.0,2017-09-25 17:57:28,2017-09-29 18:48:02,2017-10-17 00:00:00,boleto,1,1,450,stationery,13232,SP,SP,298
10608,5d60c6925979ce7923d72a13215fb74e,2344,sao paulo,SP,b9a089706e16d5490f7a2feb363e32e9,c5b6cb0ce3279d64025831b972bf5dee,3d871de0142ce09b7081e2b9d1733cb1,79.0,2017-09-25 17:57:28,2017-09-29 18:48:02,2017-10-17 00:00:00,boleto,1,1,6050,stationery,13232,SP,SP,298
10612,2036ec6ec852107bec0c0006239baaf7,96020,pelotas,RS,b9a3648dcf60f6b902216e563c539244,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,59.9,2018-04-17 21:42:27,2018-05-09 20:03:45,2018-05-18 00:00:00,credit_card,4,5,750,furniture_decor,80310,PR,PR,298
10613,2036ec6ec852107bec0c0006239baaf7,96020,pelotas,RS,b9a3648dcf60f6b902216e563c539244,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,69.9,2018-04-17 21:42:27,2018-05-09 20:03:45,2018-05-18 00:00:00,credit_card,4,5,2600,furniture_decor,4782,SP,SP,298
10615,0ad1d79346c3b98b517348ecbbadfbc6,9172,santo andre,SP,b9a466084b46a9b6c6bbbfc102a6aa56,d1a57f4402dbfe2cb1c271ad0da64311,2ff97219cb8622eaf3cd89b7d9c09824,28.9,2018-06-21 14:48:47,2018-07-03 20:56:43,2018-07-04 00:00:00,credit_card,1,5,650,health_beauty,13320,SP,SP,38
10617,d6df1c8cb71c59d9b52d828dc6d0f5b3,71926,brasilia,DF,b9a528ec4ad891d009b3dc50588218f1,2350c74f45b4009cbdab3fa73396c222,d91fb3b7d041e83b64a00a3edfb37e4f,52.0,2018-04-19 08:26:02,2018-05-09 23:08:28,2018-05-09 00:00:00,credit_card,1,4,1650,home_appliances,11704,SP,SP,148
10634,ea5386878274082051c5746cbc6e3087,5845,sao paulo,SP,b9b288cdc42a600d0a460dcb92865e4e,e5ae72c62ebfa708624f5029d609b160,9c0e69c7bf2619675bbadf47b43f655a,61.9,2018-02-28 16:20:42,2018-03-08 18:18:57,2018-03-27 00:00:00,credit_card,2,5,156,computers_accessories,12230,SP,SP,310
10635,ea5386878274082051c5746cbc6e3087,5845,sao paulo,SP,b9b288cdc42a600d0a460dcb92865e4e,5b8a5a9417210b1b84b67b9a7aefb935,8e6d7754bc7e0f22c96d255ebda59eba,74.9,2018-02-28 16:20:42,2018-03-08 18:18:57,2018-03-27 00:00:00,credit_card,2,5,117,computers_accessories,12233,SP,SP,310
10637,4facc2e6fbc2bffab2fea92d2b4aa7e4,91450,porto alegre,RS,b9b426ab253dc328825da35f1bad83f9,327018136fd4a966408df8243383a233,6560211a19b47992c3666cc44a7e94c0,149.0,2017-06-18 23:14:46,2017-06-29 14:04:54,2017-07-13 00:00:00,credit_card,8,1,200,watches_gifts,5849,SP,SP,163
10641,8dafb82f687e3b0dc9e97b4198b92128,97670,sao borja,RS,b9b690e003beef9acdde2502dfc565e2,23bcd6822a33df5534f9b290216eec1f,ac3508719a1d8f5b7614b798f70af136,109.9,2017-07-30 17:48:59,2017-08-03 21:35:43,2017-08-18 00:00:00,credit_card,6,5,7000,toys,92030,RS,RS,124
10645,7a162180cfcfa1462d1546e556d48fc4,9861,sao bernardo do campo,SP,b9ba0d763542807cc21f8fcd54d80f6b,0ca16017057f20d572b8c01fcd7c5c28,79ebd9a61bac3eaf882805ed4ecfa12a,124.9,2018-04-15 21:55:13,2018-04-23 14:31:51,2018-05-14 00:00:00,credit_card,1,1,2200,furniture_decor,85802,PR,PR,592
10646,7a162180cfcfa1462d1546e556d48fc4,9861,sao bernardo do campo,SP,b9ba0d763542807cc21f8fcd54d80f6b,48fb8c1ee3265ce23502eaba1bd413df,79ebd9a61bac3eaf882805ed4ecfa12a,124.9,2018-04-15 21:55:13,2018-04-23 14:31:51,2018-05-14 00:00:00,credit_card,1,1,2150,furniture_decor,85802,PR,PR,592
10654,cfe8761d625f154e0aef2c3ae31adc7c,28860,casimiro de abreu,RJ,b9be721c953bcf3a003fc4492a3155a1,8baa04d18d4b88b620189531e5222f1c,dc4a0fc896dc34b0d5bfec8438291c80,59.9,2017-05-28 11:58:41,2017-06-07 14:09:19,2017-06-27 00:00:00,credit_card,10,5,500,bed_bath_table,14940,SP,SP,420
10655,cfe8761d625f154e0aef2c3ae31adc7c,28860,casimiro de abreu,RJ,b9be721c953bcf3a003fc4492a3155a1,025dd9fac2544d8e7e3451ec87bc6511,dc4a0fc896dc34b0d5bfec8438291c80,118.58,2017-05-28 11:58:41,2017-06-07 14:09:19,2017-06-27 00:00:00,credit_card,10,5,1100,bed_bath_table,14940,SP,SP,420
10668,bc98051cee7c0111167e6f40a4ed76f6,91030,porto alegre,RS,b9cb4e1c0f63ec744001f15b698ebc73,7f7da198305ad62091daf841ed6acc6e,c0563dd588b775f2e37747ef6ad6c92c,119.9,2018-03-15 22:02:24,2018-03-28 21:40:33,2018-04-10 00:00:00,credit_card,1,5,450,cool_stuff,9220,SP,SP,136
10677,62aed189592f119e0232b2491de646e1,13059,campinas,SP,b9d1db9d3e9608b2d37f962aaef45e03,914c9e9af640dd56f48764a225b00f89,7c67e1448b00f6e969d365cea6b010ab,79.98,2018-04-17 10:16:57,2018-05-07 10:55:31,2018-05-08 00:00:00,voucher,1,5,7463,office_furniture,8577,SP,SP,102
10678,62aed189592f119e0232b2491de646e1,13059,campinas,SP,b9d1db9d3e9608b2d37f962aaef45e03,914c9e9af640dd56f48764a225b00f89,7c67e1448b00f6e969d365cea6b010ab,79.98,2018-04-17 10:16:57,2018-05-07 10:55:31,2018-05-08 00:00:00,credit_card,1,5,7463,office_furniture,8577,SP,SP,102
10690,51d8d985d769925b981b4a34ddf6dfc6,35300,caratinga,MG,b9d8d7815861b6e51ca61f3f81d5b9f1,f1c7f353075ce59d8a6f3cf58f419c9c,37be5a7c751166fbc5f8ccba4119e043,189.9,2017-09-03 18:12:38,2017-09-11 18:08:03,2017-09-28 00:00:00,credit_card,5,5,9750,bed_bath_table,4248,SP,SP,216
10693,46bb69f1b7665b472b77bdeee838fbd0,60337,fortaleza,CE,b9db5aac3e7aaf40f7b79396800eef52,4228398e19ac96e84e14924449bac556,dd533b429f380718b70ad9922c294bae,139.8,2017-11-02 16:15:27,2017-11-24 22:46:32,2017-11-30 00:00:00,credit_card,10,4,6800,toys,14781,SP,SP,1790
10694,46bb69f1b7665b472b77bdeee838fbd0,60337,fortaleza,CE,b9db5aac3e7aaf40f7b79396800eef52,5f504b3a1c75b73d6151be81eb05bdc9,834f3294fba9f932f56edc879193f925,610.0,2017-11-02 16:15:27,2017-11-24 22:46:32,2017-11-30 00:00:00,credit_card,10,4,15350,cool_stuff,14808,SP,SP,1790
10738,ed5688c53d9ed28e74523ae79410acb8,71692,brasilia,DF,b9f5ca0dd8ac07db0b02705dc2be4d21,4bdcd91fcab0b7401865fa7d7f916253,f918546be4bec7104d117789ba758b2b,129.0,2018-04-23 11:12:58,2018-05-04 02:12:41,2018-05-16 00:00:00,credit_card,8,1,7900,garden_tools,5634,SP,SP,436
10739,ed5688c53d9ed28e74523ae79410acb8,71692,brasilia,DF,b9f5ca0dd8ac07db0b02705dc2be4d21,0654d3c1e3efc7e7cd9dbde9cb743df2,f918546be4bec7104d117789ba758b2b,55.0,2018-04-23 11:12:58,2018-05-04 02:12:41,2018-05-16 00:00:00,credit_card,8,1,700,garden_tools,5634,SP,SP,436
10744,6fe09f77ec8e29ed4e619c6841f6479b,4304,sao paulo,SP,b9f985da9b5605e8f6b1fb0558b8c88a,db5efde3ad0cc579b130d71c4b2db522,4869f7a5dfa277a7dca6462dcf3b52b2,190.9,2017-11-17 22:06:54,2017-11-30 22:32:53,2017-12-06 00:00:00,credit_card,2,5,6663,audio,14840,SP,SP,203
10780,8dc5c6a049c11402818b5485a03a6ca9,31330,belo horizonte,MG,ba1415261e29b897a230549d83bde015,583f158587cdecda3e8bdea694021e39,955fee9216a65b617aa5c0531780ce60,45.0,2017-10-05 16:57:40,2017-10-19 00:17:34,2017-10-30 00:00:00,voucher,1,5,800,sports_leisure,4782,SP,SP,59
10781,8dc5c6a049c11402818b5485a03a6ca9,31330,belo horizonte,MG,ba1415261e29b897a230549d83bde015,583f158587cdecda3e8bdea694021e39,955fee9216a65b617aa5c0531780ce60,45.0,2017-10-05 16:57:40,2017-10-19 00:17:34,2017-10-30 00:00:00,credit_card,1,5,800,sports_leisure,4782,SP,SP,59
10802,88a830a14a479075c655c2f9d3ba3934,36900,manhuacu,MG,ba21298fdb05dad91b7b31f4b3b17364,b8a0d73b2a06e7910d9864dccdb0cda2,620c87c171fb2a6dd6e8bb4dec959fc6,59.9,2018-02-14 14:20:19,2018-02-28 15:42:37,2018-03-19 00:00:00,boleto,1,1,371,health_beauty,25645,RJ,RJ,2256
10803,88a830a14a479075c655c2f9d3ba3934,36900,manhuacu,MG,ba21298fdb05dad91b7b31f4b3b17364,9bb8ca338e5588c361e34eae02e8fad6,620c87c171fb2a6dd6e8bb4dec959fc6,59.9,2018-02-14 14:20:19,2018-02-28 15:42:37,2018-03-19 00:00:00,boleto,1,1,431,health_beauty,25645,RJ,RJ,2256
10838,b47a0e3acb428606ae13fce2b05d2da5,11030,santos,SP,ba3cb1f2bc2a8f69d175320c1ce21274,66358143d86813429426c93f03bbdabc,77530e9772f57a62c906e1c21538ab82,99.0,2018-03-29 12:48:18,2018-04-10 02:08:53,2018-04-20 00:00:00,boleto,1,5,1450,furniture_decor,80310,PR,PR,490
10839,b47a0e3acb428606ae13fce2b05d2da5,11030,santos,SP,ba3cb1f2bc2a8f69d175320c1ce21274,c938aead190afc62a55dc7bde80c5a24,77530e9772f57a62c906e1c21538ab82,100.0,2018-03-29 12:48:18,2018-04-10 02:08:53,2018-04-20 00:00:00,boleto,1,5,1450,furniture_decor,80310,PR,PR,490
10859,623a176fdd3580ef73b98083818ebb26,85415,cafelandia,PR,ba45595538a13176b4850483d5f787e3,fa14bd9c7f14dcb70cde3d73a1dff285,7a67c85e85bb2ce8582c35f2203ad736,95.99,2018-07-30 20:23:34,2018-08-07 22:44:40,2018-08-09 00:00:00,voucher,1,4,1150,baby,3426,SP,SP,118
10860,623a176fdd3580ef73b98083818ebb26,85415,cafelandia,PR,ba45595538a13176b4850483d5f787e3,fa14bd9c7f14dcb70cde3d73a1dff285,7a67c85e85bb2ce8582c35f2203ad736,95.99,2018-07-30 20:23:34,2018-08-07 22:44:40,2018-08-09 00:00:00,credit_card,1,4,1150,baby,3426,SP,SP,118
10867,4caac8767772d0298e73536889ad919f,12243,sao jose dos campos,SP,ba4b43e91b98401f6165023bd0f7984d,e3c74f07496dd02492854d89b277eebd,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,169.9,2018-04-25 22:15:01,2018-05-01 01:34:38,2018-05-15 00:00:00,credit_card,4,3,343,auto,22775,RJ,RJ,562
10868,4caac8767772d0298e73536889ad919f,12243,sao jose dos campos,SP,ba4b43e91b98401f6165023bd0f7984d,c0aed8767e46cce56e77db0ceef83035,cda598c48d7c614bc1cad7d8ff6f0010,79.9,2018-04-25 22:15:01,2018-05-01 01:34:38,2018-05-15 00:00:00,credit_card,4,3,500,auto,15137,SP,SP,562
10886,d8ad2c0c09bb419ee20bbbda66ed6d9c,7752,cajamar,SP,ba56a5684dac89a26445f7aca74c556f,9048cbd294fe0c1a3ec8c8248bc2cadd,6d66611d7c44cc30ce351abc49a68421,69.9,2017-05-14 19:12:49,2017-05-20 07:14:50,2017-06-07 00:00:00,credit_card,2,4,7500,musical_instruments,4378,SP,SP,81
10915,4e32c2752aeaa8d8b99da2b145a1c826,35860,conceicao do mato dentro,MG,ba69999c786ff19bdbff341ea39a3b54,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,76.25,2018-03-02 12:58:05,2018-03-16 16:11:50,2018-04-02 00:00:00,credit_card,5,1,180,computers_accessories,87030,PR,PR,396
10916,4e32c2752aeaa8d8b99da2b145a1c826,35860,conceicao do mato dentro,MG,ba69999c786ff19bdbff341ea39a3b54,36f60d45225e60c7da4558b070ce4b60,f457c46070d02cadd8a68551231220dd,88.0,2018-03-02 12:58:05,2018-03-16 16:11:50,2018-04-02 00:00:00,credit_card,5,1,207,computers_accessories,87047,PR,PR,396
10936,128a9d75541b03c7d96cd99f68d6bc9e,13905,amparo,SP,ba70922d044f56d4b4cce2010e3f4cd6,ad26ad285869ae33f293067b79b9f01e,7142540dd4c91e2237acb7e911c4eba2,349.9,2017-06-02 14:02:21,2017-06-26 17:27:46,2017-07-04 00:00:00,voucher,1,5,2200,fashion_shoes,16301,SP,SP,365
10937,128a9d75541b03c7d96cd99f68d6bc9e,13905,amparo,SP,ba70922d044f56d4b4cce2010e3f4cd6,ad26ad285869ae33f293067b79b9f01e,7142540dd4c91e2237acb7e911c4eba2,349.9,2017-06-02 14:02:21,2017-06-26 17:27:46,2017-07-04 00:00:00,credit_card,1,5,2200,fashion_shoes,16301,SP,SP,365
10938,37266d5c6bf5cb0700372d16599a9b21,35170,coronel fabriciano,MG,ba70bbb6a514786b8ad805f1c2fb1f34,1d1a36ff369b6838f8220870f96254a0,66dc1b1632bd6a3e508510c5b3492107,69.9,2018-06-17 23:51:02,2018-06-21 20:06:27,2018-07-17 00:00:00,credit_card,2,4,300,sports_leisure,17210,SP,SP,88
10988,34c7e58f5db5eedd271166b131e8febd,13485,limeira,SP,ba900c122a364faa9a3c7d271bc2308d,6d2fde7d12bb6ff367dbda120ba8828e,897060da8b9a21f655304d50fd935913,22.0,2017-06-16 18:12:03,2017-06-30 16:57:55,2017-07-06 00:00:00,credit_card,6,1,200,computers_accessories,14092,SP,SP,134
10989,34c7e58f5db5eedd271166b131e8febd,13485,limeira,SP,ba900c122a364faa9a3c7d271bc2308d,fb29f48bfea41db52e349454f433340e,897060da8b9a21f655304d50fd935913,22.0,2017-06-16 18:12:03,2017-06-30 16:57:55,2017-07-06 00:00:00,credit_card,6,1,300,computers_accessories,14092,SP,SP,134
10990,05e52c1f96f8b83dd66dcdce679ff58d,4844,sao paulo,SP,ba9010430233c7f3cfea464354fed620,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,155.0,2017-07-24 11:52:30,2017-08-07 16:17:53,2017-08-04 00:00:00,credit_card,10,5,429,perfumery,13030,SP,SP,164
10994,cc6a7c09092000c1485649d3cff4e0c3,8752,mogi das cruzes,SP,ba930d713b7bf3dca12e701703ff8eb5,d23750d75ff07de540c45749fbd8de45,5cf13accae3222c70a9cac40818ae839,79.7,2017-08-24 02:38:05,2017-08-28 13:19:40,2017-09-18 00:00:00,credit_card,4,1,500,pet_shop,38700,MG,MG,702
10995,cc6a7c09092000c1485649d3cff4e0c3,8752,mogi das cruzes,SP,ba930d713b7bf3dca12e701703ff8eb5,7868a64aa111bbb4f41f8e1146c0becb,cca3071e3e9bb7d12640c9fbe2301306,55.83,2017-08-24 02:38:05,2017-08-28 13:19:40,2017-09-18 00:00:00,credit_card,4,1,1200,furniture_decor,14940,SP,SP,702
11007,935b9c5a3162185f88dac06d8d08d623,9450,rio grande da serra,SP,ba9ec6bfbbe8454a533f194e8cd420f8,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,123.0,2018-03-28 16:09:21,2018-04-04 17:51:04,2018-04-17 00:00:00,credit_card,5,5,444,watches_gifts,14050,SP,SP,136
11020,84a970f5003150a26ba0cec70be40102,5715,sao paulo,SP,baa7b830de0ad8d2e0b18ebe21372cf6,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,89.9,2017-07-17 20:04:53,2017-07-24 15:44:01,2017-08-04 00:00:00,voucher,1,5,1650,bed_bath_table,13405,SP,SP,103
11021,84a970f5003150a26ba0cec70be40102,5715,sao paulo,SP,baa7b830de0ad8d2e0b18ebe21372cf6,283dc451ad3918badb976d56ff887289,da8622b14eb17ae2831f4ac5b9dab84a,89.9,2017-07-17 20:04:53,2017-07-24 15:44:01,2017-08-04 00:00:00,credit_card,1,5,1650,bed_bath_table,13405,SP,SP,103
11034,7f50c43baa66aae590aa1a067427cce5,30310,belo horizonte,MG,baafcf8bbc822606c52fe68cbe6b7149,a16f2c3edfeabc364393b012e19e2a15,06a2c3af7b3aee5d69171b0e14f0ee87,64.99,2018-04-25 10:23:19,2018-05-07 23:33:45,2018-05-23 00:00:00,boleto,1,5,400,health_beauty,65072,MA,MA,87
11037,487e9e85b88b68f2fb0a84d0296936f6,24940,marica,RJ,bab2b00c7dda561a8e77047d346f36cc,fcaab5d7f656094e49fbe4ee3a506658,3d871de0142ce09b7081e2b9d1733cb1,99.0,2018-06-06 08:58:02,2018-06-24 13:07:43,2018-07-25 00:00:00,boleto,1,5,7650,stationery,13232,SP,SP,502
11038,487e9e85b88b68f2fb0a84d0296936f6,24940,marica,RJ,bab2b00c7dda561a8e77047d346f36cc,28a652ff04e43c1bc57937a9f8770f9b,3d871de0142ce09b7081e2b9d1733cb1,99.0,2018-06-06 08:58:02,2018-06-24 13:07:43,2018-07-25 00:00:00,boleto,1,5,7700,stationery,13232,SP,SP,502
11040,46f1052e5dd26aa23ff9004b8edb293e,20050,rio de janeiro,RJ,bab35d4bee5e00cef20aed6a2cb89dd4,61fd556e5319f0e1dfed3ecb8d3bb778,1336efc61c316ddf92c899eb817f7cae,48.0,2017-07-05 09:08:28,2017-07-07 20:12:29,2017-07-27 00:00:00,credit_card,5,1,400,pet_shop,19800,SP,SP,1148
11041,46f1052e5dd26aa23ff9004b8edb293e,20050,rio de janeiro,RJ,bab35d4bee5e00cef20aed6a2cb89dd4,7ee8a1b1807716291e12649b1d617896,f45122a9ab94eb4f3f8953578bc0c560,52.48,2017-07-05 09:08:28,2017-07-07 20:12:29,2017-07-27 00:00:00,credit_card,5,1,800,pet_shop,13419,SP,SP,1148
11042,46f1052e5dd26aa23ff9004b8edb293e,20050,rio de janeiro,RJ,bab35d4bee5e00cef20aed6a2cb89dd4,47fafa6908e75ae62b8a36a9eb3b9234,db46ca7bce82b11f7e247539271fc390,91.71,2017-07-05 09:08:28,2017-07-07 20:12:29,2017-07-27 00:00:00,credit_card,5,1,1650,pet_shop,23080,RJ,RJ,1148
11048,053f7850c3ffd9726cff61c7e42af797,6236,osasco,SP,bab61aa88a055fe040e8868a7507921b,779471f3320ebf3c8695d3774cd90d98,d91fb3b7d041e83b64a00a3edfb37e4f,22.0,2017-06-29 21:22:46,2017-07-04 16:27:30,2017-07-12 00:00:00,credit_card,1,3,350,home_appliances,11704,SP,SP,31
11056,93d4df580f3d4bb8a23fab67c1a9db91,5879,sao paulo,SP,baba7caf6a8e4b9d6079db11ac925a4e,76c73618750ec1718b6f51a96c498f93,709e16e2b25c7474d980076c6bfc4806,229.0,2018-07-15 19:52:17,2018-07-23 21:41:50,2018-07-31 00:00:00,credit_card,10,5,575,health_beauty,16200,SP,SP,243
11057,93d4df580f3d4bb8a23fab67c1a9db91,5879,sao paulo,SP,baba7caf6a8e4b9d6079db11ac925a4e,76c73618750ec1718b6f51a96c498f93,709e16e2b25c7474d980076c6bfc4806,229.0,2018-07-15 19:52:17,2018-07-23 21:41:50,2018-07-31 00:00:00,voucher,1,5,575,health_beauty,16200,SP,SP,243
